Wall time,Step,Value
1693569151.4156663,100,4.959000110626221
1693569211.6795905,200,5.9720001220703125
1693569272.2155643,300,7.781000137329102
1693569332.288153,400,6.474999904632568
1693569392.2901194,500,5.5980000495910645
1693569451.8329237,600,4.718999862670898
1693569511.2545192,700,3.687000036239624
1693569571.0367084,800,2.434000015258789
1693569650.8174322,900,1.9040000438690186
1693569734.07941,1000,0.8270000219345093
1693569814.6682987,1100,4.892000198364258
1693569893.9184983,1200,5.53000020980835
1693569972.7854602,1300,4.754000186920166
1693570051.559786,1400,3.5810000896453857
1693570186.029118,1500,2.888000011444092
1693570245.1334,1600,2.859999895095825
1693570303.9434536,1700,1.7940000295639038
1693570363.552697,1800,2.078000068664551
1693570422.5721595,1900,2.507999897003174
1693570482.7926702,2000,2.0929999351501465
1693570600.0119154,2100,1.6230000257492065
1693570658.7906384,2200,1.062999963760376
1693570717.8785787,2300,1.2359999418258667
1693570777.025871,2400,1.0420000553131104
1693570837.1579778,2500,0.7360000014305115
1693570896.6354446,2600,0.4449999928474426
1693570956.2305052,2700,0.4009999930858612
1693571015.0255096,2800,0.3240000009536743
1693571074.2474873,2900,0.21400000154972076
1693571200.6384037,3000,0.13099999725818634
1693571295.812792,3100,0.020999999716877937
1693571393.300945,3200,0.004999999888241291
1693571488.1813586,3300,0.0010000000474974513
1693571585.5439117,3400,0.003000000026077032
1693571681.38654,3500,0.027000000700354576
1693571778.418371,3600,0.10999999940395355
1693571873.7335026,3700,0.14399999380111694
1693571971.4188013,3800,0.1420000046491623
1693572068.748265,3900,0.23600000143051147
1693572164.4103298,4000,0.5590000152587891
1693572313.627692,4100,0.6269999742507935
1693572408.6018221,4200,0.7250000238418579
1693572506.7577894,4300,2.631999969482422
1693572602.7956018,4400,4.480000019073486
1693572752.9469447,4500,47.257999420166016
1693572848.3992546,4600,35.10599899291992
1693572943.9311285,4700,31.760000228881836
1693573038.8860846,4800,18.59000015258789
1693573134.6373277,4900,11.38599967956543
1693573230.187624,5000,12.105999946594238
1693573327.9253953,5100,11.241000175476074
1693573423.5408099,5200,7.913000106811523
1693573519.3281393,5300,6.76800012588501
1693573615.5031116,5400,6.492000102996826
1693573711.38591,5500,6.501999855041504
1693573806.698594,5600,4.8520002365112305
1693573902.5128272,5700,5.164999961853027
1693573996.5895221,5800,5.544000148773193
1693574135.5880349,5900,4.821000099182129
1693574231.0065813,6000,4.355999946594238
1693574366.6413383,6100,3.822000026702881
1693574461.1962047,6200,4.1479997634887695
1693574556.684512,6300,4.130000114440918
1693574651.7780957,6400,4.438000202178955
1693574746.8999085,6500,4.151000022888184
1693574842.4219067,6600,3.625
1693574939.6001153,6700,3.5239999294281006
1693575035.1123269,6800,4.263999938964844
1693575130.0153062,6900,3.6989998817443848
1693575226.4150352,7000,3.677000045776367
1693575322.9263916,7100,3.7760000228881836
1693575419.1104317,7200,3.624000072479248
1693575514.0863385,7300,3.61899995803833
1693575661.5488212,7400,3.569000005722046
1693575757.0911727,7500,3.444000005722046
1693575852.0823853,7600,3.7290000915527344
1693575949.2165077,7700,3.3529999256134033
1693576043.0908327,7800,3.3589999675750732
1693576138.097504,7900,3.569999933242798
1693576232.5130405,8000,3.2980000972747803
1693576376.8317819,8100,3.4730000495910645
1693576472.912689,8200,3.6649999618530273
1693576568.620432,8300,3.7960000038146973
1693576663.191808,8400,3.247999906539917
1693576758.2083151,8500,3.7860000133514404
1693576854.0828965,8600,3.4769999980926514
1693576948.3659487,8700,3.382999897003174
1693577044.1119914,8800,3.430000066757202
1693577188.1577404,8900,3.4049999713897705
1693577282.5715148,9000,3.375
1693577377.6431162,9100,3.5339999198913574
1693577473.170527,9200,3.3550000190734863
1693577568.2268305,9300,3.384999990463257
1693577663.1050265,9400,3.3380000591278076
1693577759.0649083,9500,3.3570001125335693
1693577854.7384036,9600,3.61899995803833
1693577951.2349997,9700,3.447000026702881
1693578047.4600601,9800,3.26200008392334
1693578142.3905725,9900,3.5209999084472656
1693578237.1082504,10000,3.36899995803833
1693578381.3405483,10100,3.4690001010894775
