Wall time,Step,Value
1693619651.787819,100,4.890999794006348
1693619712.2806902,200,5.031000137329102
1693619773.1870842,300,5.565000057220459
1693619833.128383,400,4.986000061035156
1693619893.0134788,500,5.098999977111816
1693619952.1337252,600,5.7829999923706055
1693620011.2502933,700,6.122000217437744
1693620070.763463,800,5.431000232696533
1693620131.5405793,900,6.091000080108643
1693620191.2312922,1000,6.133999824523926
1693620250.7082005,1100,5.453000068664551
1693620310.9883711,1200,5.89300012588501
1693620370.328049,1300,5.715000152587891
1693620431.0306807,1400,5.946000099182129
1693620548.475871,1500,6.0
1693620607.6606739,1600,6.504000186920166
1693620666.8441927,1700,5.585000038146973
1693620726.0963583,1800,6.326000213623047
1693620785.7427413,1900,7.559999942779541
1693620845.7964146,2000,6.617000102996826
1693620963.5973601,2100,7.813000202178955
1693621022.715207,2200,7.849999904632568
1693621082.3543932,2300,8.946999549865723
1693621141.5841637,2400,9.70300006866455
1693621201.0610168,2500,10.21500015258789
1693621260.7043934,2600,10.059000015258789
1693621320.2169826,2700,10.881999969482422
1693621379.107221,2800,13.60099983215332
1693621438.2748427,2900,16.343000411987305
1693621565.336264,3000,16.797000885009766
1693621662.519334,3100,8.446999549865723
1693621759.529268,3200,7.567999839782715
1693621855.0936325,3300,8.8149995803833
1693621952.0860937,3400,7.35099983215332
1693622048.2645462,3500,8.928000450134277
1693622145.9164746,3600,7.124000072479248
1693622241.7892692,3700,7.078999996185303
1693622337.7568378,3800,8.295000076293945
1693622434.2700107,3900,6.84499979019165
1693622530.0497637,4000,7.488999843597412
1693622676.5332265,4100,7.693999767303467
1693622771.5142748,4200,6.526000022888184
1693622868.255463,4300,6.2170000076293945
1693622964.7426388,4400,5.290999889373779
1693623110.8245125,4500,5.577000141143799
1693623206.1423066,4600,4.339000225067139
1693623305.3499966,4700,4.822000026702881
1693623400.4872122,4800,7.974999904632568
1693623496.8717327,4900,4.8979997634887695
1693623593.486272,5000,4.170000076293945
1693623692.1362607,5100,4.39900016784668
1693623787.9835403,5200,4.354000091552734
1693623884.6299706,5300,3.9059998989105225
1693623981.009459,5400,3.996999979019165
1693624077.2312174,5500,4.105999946594238
1693624173.3343585,5600,3.6670000553131104
1693624269.1682138,5700,3.7209999561309814
1693624363.292504,5800,3.9719998836517334
1693624515.2656024,5900,4.057000160217285
1693624611.2872245,6000,3.437999963760376
1693624755.237248,6100,3.5859999656677246
1693624850.6101127,6200,3.9579999446868896
1693624946.988503,6300,3.8529999256134033
1693625042.3446891,6400,4.1479997634887695
1693625138.3186357,6500,4.041999816894531
1693625234.4343235,6600,3.687000036239624
1693625331.369362,6700,3.888000011444092
1693625427.299578,6800,3.9100000858306885
1693625522.1299107,6900,3.7730000019073486
1693625619.3233545,7000,3.736999988555908
1693625715.392434,7100,3.888000011444092
1693625811.7268267,7200,3.8940000534057617
1693625907.2555547,7300,3.7639999389648438
1693626059.4713206,7400,3.9549999237060547
1693626154.8989098,7500,3.73799991607666
1693626250.1163692,7600,3.9509999752044678
1693626348.0020852,7700,3.625
1693626442.7781632,7800,3.6470000743865967
1693626538.5618732,7900,3.812999963760376
1693626633.4464948,8000,3.5880000591278076
1693626775.6855543,8100,3.9179999828338623
1693626872.8603528,8200,3.930000066757202
1693626969.0012836,8300,4.015999794006348
1693627064.3244874,8400,3.552999973297119
1693627160.2373207,8500,4.193999767303467
1693627256.158345,8600,3.7209999561309814
1693627351.142648,8700,3.756999969482422
1693627447.8884861,8800,3.8469998836517334
1693627599.2539816,8900,3.7279999256134033
1693627694.1863654,9000,3.865000009536743
1693627789.5657835,9100,3.7920000553131104
1693627885.5727167,9200,3.634999990463257
1693627981.9113061,9300,3.7730000019073486
1693628077.1342096,9400,3.703000068664551
1693628173.176021,9500,3.802000045776367
1693628269.309116,9600,3.9059998989105225
1693628365.4679782,9700,3.859999895095825
1693628462.082079,9800,3.6579999923706055
1693628558.232146,9900,3.9790000915527344
1693628653.828236,10000,3.6530001163482666
1693628795.745502,10100,3.9200000762939453
1693628890.7021003,10200,3.509000062942505
1693628988.8407397,10300,4.00600004196167
1693629134.0347722,10400,4.130000114440918
1693629229.4375439,10500,4.104000091552734
1693629324.6299245,10600,3.50600004196167
1693629421.6867118,10700,3.9630000591278076
1693629518.5389917,10800,3.431999921798706
1693629614.6039643,10900,4.171000003814697
1693629710.7632964,11000,3.8919999599456787
1693629806.5132015,11100,3.881999969482422
1693629901.9310327,11200,3.63700008392334
1693629997.9494128,11300,3.678999900817871
1693630094.8314528,11400,3.7820000648498535
1693630190.220753,11500,3.5789999961853027
1693630285.4338362,11600,4.059999942779541
1693630380.054762,11700,3.632999897003174
1693630531.3574295,11800,3.7769999504089355
1693630626.7431557,11900,3.5759999752044678
1693630722.871091,12000,4.1479997634887695
1693630866.3478677,12100,3.571000099182129
1693630962.8668451,12200,3.7829999923706055
1693631058.6031983,12300,4.013000011444092
1693631155.0420089,12400,3.878999948501587
1693631249.7307956,12500,3.936000108718872
1693631346.0558872,12600,3.446000099182129
1693631443.2144048,12700,3.9809999465942383
1693631538.7619011,12800,4.334000110626221
1693631635.1986847,12900,3.624000072479248
1693631731.6834357,13000,4.089000225067139
1693631826.5740793,13100,3.5250000953674316
1693631921.5390553,13200,4.199999809265137
1693632073.9957793,13300,3.7739999294281006
1693632170.36412,13400,3.7179999351501465
1693632265.4672813,13500,3.7260000705718994
1693632361.637168,13600,3.868000030517578
1693632458.3049052,13700,3.690000057220459
1693632554.056275,13800,4.205999851226807
1693632650.4837327,13900,3.632999897003174
1693632745.374313,14000,3.9140000343322754
1693632886.8831298,14100,3.7690000534057617
1693632981.800222,14200,3.697000026702881
1693633077.5950959,14300,4.254000186920166
1693633172.6373837,14400,4.298999786376953
1693633268.3681285,14500,4.021999835968018
1693633364.221497,14600,4.0279998779296875
1693633460.818701,14700,3.8269999027252197
1693633610.3886402,14800,3.9070000648498535
1693633708.2772505,14900,4.051000118255615
1693633803.7846353,15000,4.208000183105469
1693633875.955759,15100,5.908999919891357
1693633948.903891,15200,5.923999786376953
1693634021.7989757,15300,6.131999969482422
1693634094.895101,15400,5.7179999351501465
1693634167.8747654,15500,5.888000011444092
1693634240.196519,15600,6.000999927520752
1693634312.4017336,15700,5.7820000648498535
1693634384.5611467,15800,5.546999931335449
1693634457.3725271,15900,5.623000144958496
1693634531.1226094,16000,5.684000015258789
1693634650.4661868,16100,5.267000198364258
1693634722.542928,16200,5.4710001945495605
1693634848.9575229,16300,5.574999809265137
1693634921.598906,16400,5.870999813079834
1693634995.0479515,16500,5.354000091552734
1693635067.4642007,16600,5.7210001945495605
1693635139.3440251,16700,5.97599983215332
1693635212.8416667,16800,5.324999809265137
1693635284.8011954,16900,5.26800012588501
1693635357.9735272,17000,5.888999938964844
1693635431.006261,17100,5.877999782562256
1693635503.334569,17200,5.8480000495910645
1693635575.935392,17300,5.936999797821045
1693635648.5322256,17400,5.659999847412109
1693635721.7748072,17500,6.361000061035156
1693635794.7944233,17600,5.866000175476074
1693635920.7200031,17700,5.988999843597412
1693635993.218149,17800,5.669000148773193
1693636066.6555972,17900,5.357999801635742
1693636139.7590778,18000,6.019000053405762
1693636253.6895697,18100,5.241000175476074
1693636326.7985525,18200,5.603000164031982
1693636399.2689385,18300,5.709000110626221
1693636471.696002,18400,6.333000183105469
1693636544.9904408,18500,5.873000144958496
1693636617.228004,18600,5.818999767303467
1693636689.4604766,18700,6.067999839782715
1693636760.907266,18800,5.585999965667725
1693636833.625029,18900,6.078999996185303
1693636906.399547,19000,5.671999931335449
1693636979.8255417,19100,5.684000015258789
1693637106.4328566,19200,5.255000114440918
1693637178.592299,19300,5.691999912261963
1693637250.5426593,19400,6.175000190734863
1693637323.1406066,19500,5.514999866485596
1693637395.893274,19600,5.664000034332275
1693637468.9833899,19700,6.2270002365112305
1693637541.7492738,19800,5.716000080108643
1693637614.0141525,19900,5.73799991607666
1693637686.3536198,20000,5.494999885559082
1693637807.4337924,20100,5.738999843597412
1693637880.8886871,20200,5.943999767303467
1693637954.072501,20300,5.541999816894531
1693638026.7706485,20400,6.8460001945495605
1693638099.0317495,20500,5.604000091552734
1693638171.4385724,20600,5.826000213623047
1693638297.6499212,20700,5.800000190734863
1693638370.2718568,20800,6.072000026702881
1693638442.6512923,20900,5.5879998207092285
1693638514.966317,21000,5.77400016784668
1693638588.3162873,21100,6.28000020980835
1693638660.8726835,21200,6.105999946594238
1693638733.150372,21300,6.052999973297119
1693638806.2973878,21400,6.041999816894531
1693638878.2360737,21500,7.256999969482422
1693638950.4479017,21600,5.98199987411499
1693639024.306537,21700,5.511000156402588
1693639096.545663,21800,5.181000232696533
1693639169.2712126,21900,6.054999828338623
1693639241.9812665,22000,6.156000137329102
1693639411.6761339,22100,5.635000228881836
1693639483.6207058,22200,5.730000019073486
1693639556.4580576,22300,6.139999866485596
1693639628.6371512,22400,5.88100004196167
1693639700.4402766,22500,6.571000099182129
1693639773.5593977,22600,5.697999954223633
1693639845.6033854,22700,6.47599983215332
1693639917.5866187,22800,8.189000129699707
1693639989.8536499,22900,6.51200008392334
1693640062.0296206,23000,6.254000186920166
1693640134.900409,23100,6.171999931335449
1693640208.2222655,23200,6.189000129699707
1693640281.307037,23300,6.005000114440918
1693640354.2519958,23400,5.894000053405762
1693640427.3272977,23500,5.929999828338623
1693640550.7523105,23600,6.464000225067139
1693640623.3257174,23700,6.849999904632568
1693640695.6945527,23800,6.252999782562256
1693640767.5494661,23900,6.552000045776367
1693640839.9018269,24000,6.609000205993652
1693640956.7248876,24100,7.257999897003174
1693641029.400523,24200,9.744999885559082
1693641102.7330012,24300,7.0370001792907715
1693641175.0230582,24400,9.767000198364258
1693641245.871572,24500,7.019000053405762
1693641318.0521476,24600,6.232999801635742
1693641390.0316288,24700,6.331999778747559
1693641463.9037063,24800,5.77400016784668
1693641536.8216736,24900,5.938000202178955
1693641609.4221122,25000,6.0
1693641738.4165237,25100,6.039999961853027
1693641811.755105,25200,5.809999942779541
1693641884.4664023,25300,6.0370001792907715
1693641957.538934,25400,6.22599983215332
1693642030.9559903,25500,6.323999881744385
1693642103.332448,25600,5.427999973297119
1693642175.8023913,25700,6.1620001792907715
